Date,Year,Month,Day,Weekday,Week_Number,Label,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2017-09-11,2017,9,11,Monday,37,G,2017-37,139.36,141.99,139.18,141.99,5457600,140.39,0.034761461,132.9128571,128.2324
2017-09-12,2017,9,12,Tuesday,37,G,2017-37,142.66,143.52,141.81,142.42,3775000,140.82,0.003028501,133.5214286,128.6514
2017-09-13,2017,9,13,Wednesday,37,G,2017-37,142.02,142.13,139.54,140.1,3613800,138.53,-0.016289896,134.0178571,129.0378
2017-09-14,2017,9,14,Thursday,37,G,2017-37,139.5,141.8,139.37,141.47,4179400,139.88,0.00977876,134.6185714,129.4232
2017-09-15,2017,9,15,Friday,37,G,2017-37,142.32,142.69,139.81,141.58,6152500,139.99,0.000777443,135.2421429,129.8342
2017-09-18,2017,9,18,Monday,38,R,2017-38,141.66,141.69,140.51,141.4,2843500,139.81,-0.001271261,135.775,130.2138
2017-09-19,2017,9,19,Tuesday,38,R,2017-38,141.93,143.59,141.87,142.49,4179000,140.89,0.00770887,136.3857143,130.6046
2017-09-20,2017,9,20,Wednesday,38,R,2017-38,142.25,143.07,141.42,142.24,2749700,140.64,-0.001754731,136.9814286,130.9608
2017-09-21,2017,9,21,Thursday,38,R,2017-38,141.69,142.18,141.19,141.72,2835300,140.13,-0.003655913,137.5764286,131.286
2017-09-22,2017,9,22,Friday,38,R,2017-38,141.5,142.4,141.5,141.89,1860400,140.3,0.001199661,138.1878571,131.6108
2017-09-25,2017,9,25,Monday,39,G,2017-39,142.07,142.1,138.44,138.57,5541200,137.01,-0.023398478,138.605,131.8394
2017-09-26,2017,9,26,Tuesday,39,G,2017-39,139.02,139.38,137.75,138.37,3162600,136.82,-0.001443207,138.9921429,132.0558
2017-09-27,2017,9,27,Wednesday,39,G,2017-39,138.8,140.18,138.55,139.67,3716800,138.1,0.009394905,139.2135714,132.2918
2017-09-28,2017,9,28,Thursday,39,G,2017-39,139.44,140.21,138.84,140.2,2732000,138.63,0.003794781,139.4242857,132.5324
2017-09-29,2017,9,29,Friday,39,G,2017-39,140.83,141.74,140.42,141.2,2603200,139.61,0.00713258,139.3685714,132.784
2017-10-02,2017,10,2,Monday,40,R,2017-40,141.9,142.93,141.47,141.82,2300700,140.23,0.004391167,139.3264286,133.0322
2017-10-03,2017,10,3,Tuesday,40,R,2017-40,141.99,143.18,141.7,143.02,2514500,141.41,0.008461346,139.5321429,133.299
2017-10-04,2017,10,4,Wednesday,40,R,2017-40,142.73,143,141.32,142.09,3245700,140.49,-0.006502607,139.5757143,133.5384
2017-10-05,2017,10,5,Thursday,40,R,2017-40,142.56,143.78,142.43,143.75,2723000,142.36,0.013251509,139.745,133.7952
2017-10-06,2017,10,6,Friday,40,R,2017-40,143.5,143.78,142.77,143.52,3067400,142.13,-0.001599993,139.9107143,134.0882
2017-10-09,2017,10,9,Monday,41,G,2017-41,143.48,145.18,142.9,144.55,2557700,143.15,0.007176776,140.0721429,134.4218
2017-10-10,2017,10,10,Tuesday,41,G,2017-41,144.78,146.37,144.78,145.65,2593400,144.24,0.007609683,140.3292857,134.7794
2017-10-11,2017,10,11,Wednesday,41,G,2017-41,145.6,147.12,145.6,146.85,3341900,145.43,0.008238999,140.7078571,135.1272
2017-10-12,2017,10,12,Thursday,41,G,2017-41,146.83,148.16,146.44,146.74,3226200,145.32,-0.00074906,141.0664286,135.4508
2017-10-13,2017,10,13,Friday,41,G,2017-41,147.51,148.45,147.29,147.34,2337300,145.91,0.004088847,141.7021429,135.8004
2017-10-16,2017,10,16,Monday,42,R,2017-42,148.04,148.04,145.16,146.22,2590100,144.8,-0.007601537,142.2721429,136.1292
2017-10-17,2017,10,17,Tuesday,42,R,2017-42,146.33,146.46,145.53,145.93,3002400,144.51,-0.001983199,142.73,136.441
2017-10-18,2017,10,18,Wednesday,42,R,2017-42,145.83,146.77,145.6,146.19,2525900,144.77,0.001781668,143.1685714,136.7688
2017-10-19,2017,10,19,Thursday,42,R,2017-42,145.39,146.12,144.66,144.98,4169900,143.57,-0.008277074,143.4514286,137.075
2017-10-20,2017,10,20,Friday,42,R,2017-42,145.63,145.73,144.57,145.38,3547300,143.97,0.002759202,143.7185714,137.4296
2017-10-23,2017,10,23,Monday,43,G,2017-43,146,146.5,145.3,145.56,2514500,144.15,0.001238129,143.9142857,137.7704
2017-10-24,2017,10,24,Tuesday,43,G,2017-43,146.19,146.49,145.35,145.8,2918400,144.39,0.001648797,144.1928571,138.0658
2017-10-25,2017,10,25,Wednesday,43,G,2017-43,146.5,146.98,145.21,146.24,3439700,144.82,0.003017819,144.3685714,138.3602
2017-10-26,2017,10,26,Thursday,43,G,2017-43,147,147.37,146.35,146.59,2574900,145.17,0.002393315,144.5857143,138.646
2017-10-27,2017,10,27,Friday,43,G,2017-43,146.83,148.52,146.06,148.52,3491900,147.08,0.013166125,144.8664286,138.9994
2017-10-30,2017,10,30,Monday,44,R,2017-44,151.3,151.48,148.58,148.95,6555700,147.51,0.002895116,145.1,139.3562
2017-10-31,2017,10,31,Tuesday,44,R,2017-44,150.63,152,146.15,148.77,7613700,147.33,-0.001208557,145.2357143,139.6936
2017-11-01,2017,11,1,Wednesday,44,R,2017-44,149.95,151.49,148.78,148.89,4531700,147.45,0.000806714,145.3878571,139.9966
2017-11-02,2017,11,2,Thursday,44,R,2017-44,148.33,149.21,147.47,148.25,3883600,146.81,-0.004298456,145.4521429,140.3012
2017-11-03,2017,11,3,Friday,44,R,2017-44,148.41,149.36,147.71,149.29,2338700,147.84,0.007015146,145.6692857,140.6286
2017-11-06,2017,11,6,Monday,45,G,2017-45,149.21,150.46,148.96,150.09,3142900,148.63,0.005358468,145.9635714,140.976
2017-11-07,2017,11,7,Tuesday,45,G,2017-45,150.31,150.48,148.92,149.97,2683400,148.52,-0.000799312,146.2314286,141.2994
2017-11-08,2017,11,8,Wednesday,45,G,2017-45,149.47,150.24,148.2,149.97,3786800,148.52,0,146.585,141.623
2017-11-09,2017,11,9,Thursday,45,G,2017-45,149.27,149.87,147.59,149.29,2716400,147.84,-0.00453422,146.8614286,141.9338
2017-11-10,2017,11,10,Friday,45,G,2017-45,149,149.76,148.71,149.54,1795900,148.09,0.001674586,147.1428571,142.2596
2017-11-13,2017,11,13,Monday,46,R,2017-46,148.76,150.2,148.74,149.69,1750500,148.24,0.001003175,147.4178571,142.5896
2017-11-14,2017,11,14,Tuesday,46,R,2017-46,149.28,150.49,149.05,149.95,3062300,148.5,0.001736709,147.6807143,142.9362
2017-11-15,2017,11,15,Wednesday,46,R,2017-46,149.37,149.51,148.1,148.33,3058100,146.89,-0.010803555,147.8035714,143.246
2017-11-16,2017,11,16,Thursday,46,R,2017-46,149,150.54,148.6,150.33,2715400,148.87,0.01348339,147.9314286,143.5234
2017-11-17,2017,11,17,Friday,46,R,2017-46,149.33,149.52,148.28,149.02,3186400,147.57,-0.00871392,147.9357143,143.7612
2017-11-20,2017,11,20,Monday,47,G,2017-47,149.36,150.29,149.23,149.56,2048700,148.11,0.003623451,147.9914286,143.9156
2017-11-21,2017,11,21,Tuesday,47,G,2017-47,149.97,152.63,149.93,152.51,3999000,151.03,0.019724646,148.2471429,144.1198
2017-11-22,2017,11,22,Wednesday,47,G,2017-47,152.41,152.55,150.95,151.25,2658600,149.78,-0.008261818,148.4592857,144.3448
2017-11-24,2017,11,24,Friday,47,G,2017-47,151.4,153,151.2,152.74,1577500,151.26,0.009851197,148.7035714,144.5724
2017-11-27,2017,11,27,Monday,48,R,2017-48,153.07,153.94,152.72,152.97,3260200,151.49,0.001505921,148.9078571,144.8024
2017-11-28,2017,11,28,Tuesday,48,R,2017-48,153.51,154.65,153.36,154.19,3874500,152.69,0.007975284,149.2057143,145.06
2017-11-29,2017,11,29,Wednesday,48,R,2017-48,154.35,154.47,145.28,148.35,7217000,146.91,-0.037875286,149.0907143,145.1804
2017-11-30,2017,11,30,Thursday,48,R,2017-48,149.32,151.17,148.21,150.47,6943700,149.01,0.014290571,149.1742857,145.3478
2017-12-01,2017,12,1,Friday,48,R,2017-48,150.4,150.99,147.35,149.69,3933000,148.24,-0.005183632,149.185,145.51
2017-12-04,2017,12,4,Monday,49,G,2017-49,149.92,150.59,143.38,143.43,7490100,142.04,-0.041819983,148.7421429,145.5448
2017-12-05,2017,12,5,Tuesday,49,G,2017-49,143.7,146.32,140.61,145.13,6807100,143.72,0.011852528,148.4007143,145.679
2017-12-06,2017,12,6,Wednesday,49,G,2017-49,145.07,148.07,144.62,147.42,3752000,145.99,0.0157791,148.3364286,145.8624
2017-12-07,2017,12,7,Thursday,49,G,2017-49,147.51,150.41,147.51,149.45,3417900,148,0.013770014,148.2742857,146.0604
2017-12-08,2017,12,8,Friday,49,G,2017-49,150.42,150.44,149.17,149.89,2521500,148.44,0.002944116,148.3364286,146.2566
2017-12-11,2017,12,11,Monday,50,G,2017-50,150.22,151.25,150.1,150.88,3394800,149.42,0.006604918,148.43,146.4528
2017-12-12,2017,12,12,Tuesday,50,G,2017-50,150.83,153.73,150.61,152.5,3360300,151.02,0.010737065,148.4292857,146.6686
2017-12-13,2017,12,13,Wednesday,50,G,2017-50,152.5,153.44,151.66,151.69,3618700,150.22,-0.005311452,148.4607143,146.8448
2017-12-14,2017,12,14,Thursday,50,G,2017-50,151.92,153.55,151.78,151.93,3016700,150.46,0.001582066,148.4035714,147.0442
2017-12-15,2017,12,15,Friday,50,G,2017-50,152.65,153.62,150.86,153.4,5067300,151.91,0.009675568,148.4335714,147.2352
2017-12-18,2017,12,18,Monday,51,G,2017-51,154.14,154.65,153.06,153.12,3531500,151.63,-0.001825285,148.3578571,147.4252
2017-12-19,2017,12,19,Tuesday,51,G,2017-51,152.96,153.16,151.43,151.68,2712700,150.21,-0.009404347,148.5935714,147.5664
2017-12-20,2017,12,20,Wednesday,51,G,2017-51,152.51,152.73,151.04,151.45,1992500,149.98,-0.001516242,148.6628571,147.6812
2017-12-21,2017,12,21,Thursday,51,G,2017-51,151.45,152.23,150.43,150.53,2789000,149.07,-0.006074889,148.7221429,147.754
2017-12-22,2017,12,22,Friday,51,G,2017-51,150.94,151.52,150.31,150.85,1892300,149.39,0.002125813,149.2471429,147.8354
2017-12-26,2017,12,26,Tuesday,52,G,2017-52,150.58,151.34,149.89,151.28,1200700,149.81,0.002850604,149.6821429,147.9134
2017-12-27,2017,12,27,Wednesday,52,G,2017-52,151.56,151.78,151.1,151.4,1730200,149.93,0.000793228,149.9635714,148.016
2017-12-28,2017,12,28,Thursday,52,G,2017-52,151.86,152.62,151.2,151.77,1570600,150.3,0.002443948,150.1278571,148.1318
2017-12-29,2017,12,29,Friday,52,G,2017-52,152.21,152.9,151.36,151.36,2258800,149.89,-0.002701444,150.2314286,148.2342
2018-01-02,2018,1,2,Tuesday,0,G,2018-00,152.01,153.41,151.12,151.91,3168900,150.44,0.003633908,150.3042857,148.3716
2018-01-03,2018,1,3,Wednesday,0,G,2018-00,152.29,153.98,152.16,153.82,3732400,152.33,0.012573074,150.3978571,148.5388
2018-01-04,2018,1,4,Thursday,0,G,2018-00,154.54,157.4,154.32,155.81,3247200,154.3,0.012937141,150.6892857,148.7418
2018-01-05,2018,1,5,Friday,0,G,2018-00,156.2,159.04,156.19,159.04,2747700,157.5,0.020730284,151.1921429,149.004
2018-01-08,2018,1,8,Monday,1,G,2018-01,158.58,160.48,158.08,159.27,3143100,157.97,0.003023037,151.625,149.267
2018-01-09,2018,1,9,Tuesday,1,G,2018-01,159.65,160.11,158.54,159.5,2573900,158.2,0.001443937,152.0942857,149.5276
2018-01-10,2018,1,10,Wednesday,1,G,2018-01,159.23,159.97,157.57,159.86,2416900,158.56,0.002257161,152.6907143,149.7572
2018-01-11,2018,1,11,Thursday,1,G,2018-01,160.1,161.13,159.44,160.92,2804000,159.61,0.006630646,153.3785714,149.9992
2018-01-12,2018,1,12,Friday,1,G,2018-01,161.5,162.52,160.25,162.33,3041000,161.01,0.008762264,154.2314286,150.2728
2018-01-16,2018,1,16,Tuesday,2,G,2018-02,163.64,163.94,161.31,162.29,4673400,160.97,-0.000246592,155.0585714,150.5432
2018-01-17,2018,1,17,Wednesday,2,G,2018-02,163.12,164.5,162.88,164.32,3136000,162.98,0.012508663,155.9992857,150.8666
2018-01-18,2018,1,18,Thursday,2,G,2018-02,164.83,165.98,164.11,165.48,4150600,164.13,0.007059315,157.0135714,151.1924
2018-01-19,2018,1,19,Friday,2,G,2018-02,166.3,166.95,165.16,166.83,2947800,165.47,0.008158241,158.0971429,151.5292
2018-01-22,2018,1,22,Monday,3,G,2018-03,166.58,168.33,166.29,168.28,2275900,166.91,0.008691336,159.3128571,151.897
2018-01-23,2018,1,23,Tuesday,3,G,2018-03,168.5,168.95,166.65,167.19,3035300,165.83,-0.006477237,160.4121429,152.2432
2018-01-24,2018,1,24,Wednesday,3,G,2018-03,167.94,168.1,165.95,167.01,3912400,165.65,-0.001076763,161.3635714,152.5994
2018-01-25,2018,1,25,Thursday,3,G,2018-03,168.01,168.93,167.13,168.59,2088900,167.22,0.009460522,162.2864286,152.982
2018-01-26,2018,1,26,Friday,3,G,2018-03,169.01,170.36,168.79,170.34,2191600,168.95,0.010380276,163.1042857,153.3962
2018-01-29,2018,1,29,Monday,4,G,2018-04,170.12,170.81,168.29,168.55,3082800,167.18,-0.010508358,163.7621429,153.7698
2018-01-30,2018,1,30,Tuesday,4,G,2018-04,167.41,168,166.3,167.19,4227100,165.83,-0.00806879,164.3071429,154.1486
2018-01-31,2018,1,31,Wednesday,4,G,2018-04,167.51,169.67,167.02,169,5815300,167.62,0.010826055,164.9542857,154.5236
2018-02-01,2018,2,1,Thursday,4,G,2018-04,172.51,176.72,171,172.93,6848400,171.52,0.023254281,165.805,155.0026
2018-02-02,2018,2,2,Friday,4,G,2018-04,171.9,177.11,170.42,170.55,6556500,169.16,-0.01376254,166.3871429,155.4236
2018-02-05,2018,2,5,Monday,5,R,2018-05,167.37,171.96,164.01,164.59,7196000,163.25,-0.034945964,166.55,155.668
2018-02-06,2018,2,6,Tuesday,5,R,2018-05,160.5,169.36,156.8,169.28,7259900,167.9,0.028494995,166.9014286,156.0304
2018-02-07,2018,2,7,Wednesday,5,R,2018-05,169,172.61,167.45,168.73,4364800,167.36,-0.003248932,167.1321429,156.3524
2018-02-08,2018,2,8,Thursday,5,R,2018-05,168.77,169.24,160.46,160.62,6557700,159.31,-0.048065043,166.6921429,156.5088
2018-02-09,2018,2,9,Friday,5,R,2018-05,161.67,166.49,158.57,165.2,6303000,163.86,0.028514478,166.4742857,156.7322
2018-02-12,2018,2,12,Monday,6,G,2018-06,166.8,168.82,165.58,168.19,5227400,166.82,0.018099239,166.545,157.1304
2018-02-13,2018,2,13,Tuesday,6,G,2018-06,167.33,170.77,167.01,170.12,3471000,168.74,0.011475232,166.7657143,157.525
2018-02-14,2018,2,14,Wednesday,6,G,2018-06,169.36,172.66,169,172.52,4203700,171.12,0.014107605,167.0442857,157.9826
2018-02-15,2018,2,15,Thursday,6,G,2018-06,173.95,174.7,171.36,174.69,3915000,173.27,0.012578399,167.3528571,158.6072
2018-02-16,2018,2,16,Friday,6,G,2018-06,174.35,176.67,174.14,175.65,4213100,174.22,0.005495328,167.8557143,159.2172
2018-02-20,2018,2,20,Tuesday,7,G,2018-07,174.88,176.43,174.04,175.35,3750100,173.92,-0.001707877,168.4335714,159.7758
2018-02-21,2018,2,21,Wednesday,7,G,2018-07,175.35,176.35,172.28,172.32,5999500,170.92,-0.017279684,168.6692857,160.2342
2018-02-22,2018,2,22,Thursday,7,G,2018-07,173.34,173.83,170.8,172.95,5605800,171.54,0.003655939,168.6707143,160.6962
2018-02-23,2018,2,23,Friday,7,G,2018-07,173.9,175.78,172.49,175.76,3093800,174.33,0.016247298,169.04,161.1944
2018-02-26,2018,2,26,Monday,8,G,2018-08,176.5,178.14,176.06,177.87,4088100,176.42,0.012005166,169.9807143,161.7024
2018-02-27,2018,2,27,Tuesday,8,G,2018-08,177.72,179.17,175.93,175.93,3815900,174.5,-0.01090686,170.4521429,162.188
2018-02-28,2018,2,28,Wednesday,8,G,2018-08,176.29,178.97,175.75,175.76,4145700,174.33,-0.000966432,170.95,162.6654
2018-03-01,2018,3,1,Thursday,8,G,2018-08,176.35,177.35,172.15,173.49,4658500,172.08,-0.012915026,171.8621429,163.0688
2018-03-02,2018,3,2,Friday,8,G,2018-08,171.56,175.33,169.27,175.02,4190100,173.6,0.008818793,172.5578571,163.5082
2018-03-05,2018,3,5,Monday,9,G,2018-09,174.13,179.27,172.91,178.53,4826500,177.08,0.02005488,173.2907143,164.0456
2018-03-06,2018,3,6,Tuesday,9,G,2018-09,179.18,180.09,176.95,177.53,3820900,176.08,-0.005601345,173.815,164.5676
2018-03-07,2018,3,7,Wednesday,9,G,2018-09,175.76,179.71,175.55,179.21,2766100,177.75,0.009463263,174.2885714,165.1412
2018-03-08,2018,3,8,Thursday,9,G,2018-09,179.35,179.89,177.56,179.25,2235300,177.79,0.000223193,174.6114286,165.7092
2018-03-09,2018,3,9,Friday,9,G,2018-09,180.25,183.33,179.97,183.24,4168900,181.75,0.02225934,175.1492857,166.348
2018-03-12,2018,3,12,Monday,10,G,2018-10,182.83,183.52,181.7,182.54,3589000,181.05,-0.00382015,175.6585714,166.9704
2018-03-13,2018,3,13,Tuesday,10,G,2018-10,183.47,183.73,180.15,181.01,3286600,179.54,-0.00838166,176.2742857,167.5552
2018-03-14,2018,3,14,Wednesday,10,G,2018-10,181.99,182,179.62,180.12,2820700,178.65,-0.004916839,176.7821429,168.1304
2018-03-15,2018,3,15,Thursday,10,G,2018-10,180.57,182.17,180.02,180.95,2258200,179.48,0.004607949,177.15,168.7112
2018-03-16,2018,3,16,Friday,10,G,2018-10,181.01,183.17,181.01,182.55,4605000,181.06,0.008842226,177.4814286,169.2858
2018-03-19,2018,3,19,Monday,11,G,2018-11,181.79,182.3,179.11,180.58,3770000,179.11,-0.010791408,177.8107143,169.782
2018-03-20,2018,3,20,Tuesday,11,G,2018-11,181.31,183.25,181.22,182.51,2859300,181.02,0.010687632,178.2885714,170.2524
2018-03-21,2018,3,21,Wednesday,11,G,2018-11,182.96,183.5,180.74,180.75,3238400,179.28,-0.009643279,178.8028571,170.6786
2018-03-22,2018,3,22,Thursday,11,G,2018-11,179.2,180.26,175.11,175.52,4387300,174.09,-0.028935086,178.8378571,170.9964
2018-03-23,2018,3,23,Friday,11,G,2018-11,176.18,176.87,171.66,171.83,4324100,170.43,-0.02102315,178.3628571,171.2338
2018-03-26,2018,3,26,Monday,12,G,2018-12,175.33,177.47,173.06,177.17,5470100,175.73,0.031077301,178.3378571,171.5562
2018-03-27,2018,3,27,Tuesday,12,G,2018-12,178.36,178.5,170.97,172.52,5069100,171.12,-0.026246109,177.8642857,171.7584
2018-03-28,2018,3,28,Wednesday,12,G,2018-12,172.25,172.93,168.55,170.35,5166600,168.96,-0.012578132,177.2335714,171.9182
2018-03-29,2018,3,29,Thursday,12,G,2018-12,171.72,176.66,170.82,175.16,3719200,173.73,0.028236085,176.6607143,172.1332
2018-04-02,2018,4,2,Monday,13,G,2018-13,174.64,175.77,169.04,171.6,4222400,170.2,-0.020324291,175.8857143,172.2546
2018-04-03,2018,4,3,Tuesday,13,G,2018-13,172.36,172.89,169.81,172.47,3612600,171.07,0.005069827,175.2807143,172.3666
2018-04-04,2018,4,4,Wednesday,13,G,2018-13,169.18,174.01,167.94,173.69,4628300,172.28,0.007073693,174.8257143,172.474
2018-04-05,2018,4,5,Thursday,13,G,2018-13,175.13,177.44,174.54,175.8,3434100,174.37,0.012147973,174.4607143,172.6448
2018-04-06,2018,4,6,Friday,13,G,2018-13,173.37,175.15,168.96,169.7,5005500,168.56,-0.033323844,173.5678571,172.703
2018-04-09,2018,4,9,Monday,14,R,2018-14,171.27,174.09,170.14,170.34,3910700,169.19,0.003771377,172.8592857,172.7424
2018-04-10,2018,4,10,Tuesday,14,R,2018-14,173.14,175.45,172.02,174.72,3149900,173.54,0.025713347,172.325,172.8342
2018-04-11,2018,4,11,Wednesday,14,R,2018-14,173.7,175.6,172.12,172.36,2783000,171.2,-0.013507389,171.7478571,172.9146
2018-04-12,2018,4,12,Thursday,14,R,2018-14,173.33,176.48,173.16,174.8,3065600,173.62,0.014156606,171.7142857,173.0704
2018-04-13,2018,4,13,Friday,14,R,2018-14,176,176.1,172.7,174.27,3059600,173.1,-0.003032179,171.905,173.18
2018-04-16,2018,4,16,Monday,15,G,2018-15,175.62,176.1,172.97,173.87,4668200,172.7,-0.002295288,171.6885714,173.2036
2018-04-17,2018,4,17,Tuesday,15,G,2018-15,175.77,179.19,174.67,178.34,4210200,177.14,0.025708791,172.1185714,173.3632
2018-04-18,2018,4,18,Wednesday,15,G,2018-15,178.5,179.8,177.07,179.46,3150600,178.25,0.006280274,172.7821429,173.6632
2018-04-19,2018,4,19,Thursday,15,G,2018-15,179.08,179.57,178.26,179.01,3560400,177.81,-0.002507628,173.0735714,173.8614
2018-04-20,2018,4,20,Friday,15,G,2018-15,178.53,179.49,176.5,177.08,4233000,175.89,-0.010781485,173.48,174.032
2018-04-23,2018,4,23,Monday,16,G,2018-16,178.16,178.35,174.7,175.43,4355000,174.25,-0.009317926,173.7071429,174.3308
2018-04-24,2018,4,24,Tuesday,16,G,2018-16,176.68,177.55,171.19,173.24,5369000,172.07,-0.012483427,173.6921429,174.495
2018-04-25,2018,4,25,Wednesday,16,G,2018-16,173.37,173.87,170.65,172.47,3396200,171.31,-0.004444774,173.4735714,174.5848
2018-04-26,2018,4,26,Thursday,16,G,2018-16,174.52,179.63,174.22,178.16,4784400,176.96,0.032991355,174.0735714,174.7492
2018-04-27,2018,4,27,Friday,16,G,2018-16,178.54,179,175.18,175.94,3781000,174.76,-0.012460796,174.4714286,174.822
2018-04-30,2018,4,30,Monday,17,G,2018-17,177.49,180,177.1,178.27,4323900,177.07,0.013243113,174.7235714,174.898
2018-05-01,2018,5,1,Tuesday,17,G,2018-17,178.27,180.36,176.91,180.25,4828300,179.04,0.011106733,175.2835714,174.9944
2018-05-02,2018,5,2,Wednesday,17,G,2018-17,186.2,188.25,183.12,185.82,10133100,184.57,0.030901582,176.0657143,175.2074
2018-05-03,2018,5,3,Thursday,17,G,2018-17,184.6,187.89,183.94,186.48,5785700,185.23,0.003551764,176.9321429,175.4936
2018-05-04,2018,5,4,Friday,17,G,2018-17,185.79,188.79,185.11,188.17,3593600,186.9,0.009062666,177.9464286,175.8008
2018-05-07,2018,5,7,Monday,18,G,2018-18,188.3,189.52,187.63,189.1,4077300,187.83,0.004942308,178.71,176.0708
2018-05-08,2018,5,8,Tuesday,18,G,2018-18,188.89,190.66,188.02,190.53,3396400,189.25,0.007562226,179.4957143,176.3274
2018-05-09,2018,5,9,Wednesday,18,G,2018-18,190.51,191.68,189,190.63,2933900,189.35,0.000524892,180.32,176.6244
2018-05-10,2018,5,10,Thursday,18,G,2018-18,191.04,193.72,190.94,193.05,2821200,191.75,0.012694668,181.4528571,176.9728
2018-05-11,2018,5,11,Friday,18,G,2018-18,193,194.09,192.04,193.35,3301700,192.05,0.00155404,182.7242857,177.3722
2018-05-14,2018,5,14,Monday,19,G,2018-19,193.5,194.72,191.59,192.12,2877200,190.83,-0.006361608,184.0642857,177.7168
2018-05-15,2018,5,15,Tuesday,19,G,2018-19,191.01,192.2,190.15,192,2747500,190.71,-0.000624577,185.45,177.9894
2018-05-16,2018,5,16,Wednesday,19,G,2018-19,192.69,192.91,191.44,192.38,2109300,191.09,0.001979238,186.4592857,178.2896
2018-05-17,2018,5,17,Thursday,19,G,2018-19,192.05,192.44,190.59,191.2,2378300,189.91,-0.006133682,187.5414286,178.5328
2018-05-18,2018,5,18,Friday,19,G,2018-19,191.62,192.09,190.39,190.4,4208500,189.12,-0.004184258,188.4021429,178.7594
2018-05-21,2018,5,21,Monday,20,G,2018-20,191.5,192.83,190.01,191.2,2632600,189.91,0.00420184,189.1785714,178.9226
2018-05-22,2018,5,22,Tuesday,20,G,2018-20,191.18,192.64,190.84,191.62,2620200,190.33,0.002196499,189.59,179.1082
2018-05-23,2018,5,23,Wednesday,20,G,2018-20,190.74,193,190.3,192.99,2529900,191.69,0.007149631,190.0514286,179.3512
2018-05-24,2018,5,24,Thursday,20,G,2018-20,192.91,193.4,190,191.91,2912900,190.62,-0.005596174,190.3171429,179.5906
2018-05-25,2018,5,25,Friday,20,G,2018-20,191.75,191.89,189.72,191.17,2459600,189.88,-0.003856028,190.4635714,179.7986
2018-05-29,2018,5,29,Tuesday,21,R,2018-21,190.25,190.49,186.6,189.53,4545000,188.25,-0.008578603,190.3921429,179.9424
2018-05-30,2018,5,30,Wednesday,21,R,2018-21,190.43,191.93,189.9,191.76,2764200,190.47,0.011765871,190.4721429,180.1696
2018-05-31,2018,5,31,Thursday,21,R,2018-21,191.89,192.44,189.82,190.12,4641400,188.84,-0.008552449,190.2642857,180.326
2018-06-01,2018,6,1,Friday,21,R,2018-21,192.03,195.37,191.9,195.37,4194900,194.06,0.027614146,190.4078571,180.6216
2018-06-04,2018,6,4,Monday,22,G,2018-22,195.94,198.11,195.23,197.73,3917200,196.4,0.012079701,190.8057143,181.0678
2018-06-05,2018,6,5,Tuesday,22,G,2018-22,198.11,199.71,197.83,199.36,2655500,198.02,0.00824365,191.3278571,181.6196
2018-06-06,2018,6,6,Wednesday,22,G,2018-22,199.86,203.29,199.77,203.21,3233100,201.84,0.019311728,192.0957143,182.1418
2018-06-07,2018,6,7,Thursday,22,G,2018-22,203.38,204,198.3,199.54,4084100,198.2,-0.018060152,192.6878571,182.6834
2018-06-08,2018,6,8,Friday,22,G,2018-22,199.2,200.53,199,200.04,2296700,198.69,0.0025058,193.3714286,183.278
2018-06-11,2018,6,11,Monday,23,R,2018-23,200.61,201,198.26,198.49,2616900,197.15,-0.007748504,193.8885714,183.7464
2018-06-12,2018,6,12,Tuesday,23,R,2018-23,199.12,200.15,198.19,200.13,2660500,198.78,0.00826247,194.4921429,184.318
2018-06-13,2018,6,13,Wednesday,23,R,2018-23,200.63,201.62,199.21,199.41,2686100,198.07,-0.003597782,194.9478571,184.858
2018-06-14,2018,6,14,Thursday,23,R,2018-23,200.67,201.39,199.05,199.31,2846900,197.97,-0.000501364,195.4728571,185.3718
2018-06-15,2018,6,15,Friday,23,R,2018-23,198.55,199.67,197.57,199.53,4162100,198.19,0.001103892,196.0664286,185.8482
2018-06-18,2018,6,18,Monday,24,R,2018-24,197.64,201.45,197.41,201.13,2081300,199.78,0.008018762,196.89,186.4726
2018-06-19,2018,6,19,Tuesday,24,R,2018-24,198.46,199.93,197.27,199.69,2666200,198.35,-0.00715956,197.4528571,187.0558
2018-06-20,2018,6,20,Wednesday,24,R,2018-24,200.5,203.46,200.25,201.54,3898600,200.18,0.009264297,198.2628571,187.5886
2018-06-21,2018,6,21,Thursday,24,R,2018-24,202.41,203.68,199.98,200.78,2678200,199.43,-0.003770946,198.6464286,188.1532
2018-06-22,2018,6,22,Friday,24,R,2018-24,201.57,201.87,199.61,201.48,2993600,200.12,0.003486439,198.9121429,188.6832
2018-06-25,2018,6,25,Monday,25,R,2018-25,200.39,200.44,193.71,194.98,4780600,193.67,-0.032261287,198.6014286,189.0946
2018-06-26,2018,6,26,Tuesday,25,R,2018-25,196.18,198.66,195.76,196.46,4271200,195.14,0.007590628,198.1228571,189.5434
2018-06-27,2018,6,27,Wednesday,25,R,2018-25,197.46,198.2,193.16,193.18,3233000,191.88,-0.016695687,197.6714286,189.8382
2018-06-28,2018,6,28,Thursday,25,R,2018-25,193.46,197.75,193.21,197.1,2621100,195.77,0.020291994,197.4628571,190.1886
